x_time,x_load,x_quality,x_env,x_group,x_shift,y
106,2.5252626745374736,0.7721286685076254,-1.4961588131646497,4,0,7.073108226288207
107,6.5032908254814235,0.9878894092744663,-0.9182121665097915,8,0,15.42008086971854
108,3.9178692537705837,0.6845680969046022,1.3227444668851356,12,0,7.011625463472756
109,1.1803800815668979,0.6785961669965224,-0.16912268564281638,0,0,7.8816643765323295
110,0.9467814822438356,0.672045808924721,0.07957353494216583,14,0,3.8135832243717402
111,3.5555266725259376,0.7602719186524292,0.7588244161636093,3,0,10.01141101309848
112,2.091753788954026,0.7203324417121468,0.6963228620803235,3,0,7.252505043200559
113,4.15321821928404,0.9399573133635073,0.2787998123854607,19,0,9.308297243015353
114,3.532958442879738,0.7527603958617451,-0.20866837122046583,9,0,8.184259615873152
115,2.3616028191393905,0.7538789190942844,-0.3126684457323573,5,0,7.910111850262789
116,1.1925910215900852,0.5691857973602783,0.857898825291343,11,0,1.9307137447005873
117,0.5642995870297829,0.9913697704551929,0.5535695310677933,19,0,4.243919444835977
118,2.9379311125466847,0.6249864454344148,-0.2573000006177896,15,0,9.617215935115487
119,0.7803773004285484,0.5366820337298013,1.0821123129931407,2,0,6.687309084906465
120,1.1493061941085458,0.8315731244876043,-0.12903411512978377,13,0,4.462510296978551
121,2.809659419979972,0.7976831850784363,-0.8516621743343933,0,0,7.210495444376404
122,2.6144233132789383,0.7075728269963728,-0.7589706989033448,9,0,5.1718892180176965
123,0.8755829347102231,0.711096116940339,-0.978740836309766,14,0,4.695423920143162
124,5.23848984528533,0.8925319605232156,-0.2724100166036872,6,0,17.73462450286701
125,5.146287645672613,0.5978563200498246,1.233724278336193,3,0,14.91519931049277
126,3.635871312563797,0.9101266594724449,-0.8050951810305088,13,0,6.972463021758885
127,3.632766681146971,0.824373556947509,0.1884757610181029,15,0,12.978460984813228
128,3.635902183696097,0.7094848868897622,-0.6566893456274132,13,0,7.438943426681275
129,4.839839920285595,0.7290143082919343,-0.26030904127143756,2,0,14.418380875179647
130,3.9854630412423733,0.628323603593048,-1.5100412119852522,16,0,14.380915268941717
131,1.2821967161213044,0.8760571663484874,-0.2205382291565374,13,0,3.585549858789004
132,2.06887272105648,0.7564373711526339,-0.19370537980496205,17,0,8.209287715052728
133,10.194798297336732,0.6604272713749217,0.5402879440356954,2,0,26.332287057589156
134,0.3472264786069053,0.7980250578804751,0.22328091325537056,18,0,2.143446078793712
135,1.6929445642041858,0.9978672260256616,-1.1983921249520453,2,0,8.200383571372342
136,5.257218834042444,0.7176311398282769,1.0841982440435427,11,0,11.715921552116846
137,1.354900239353755,0.9603457003893098,0.21030304022199536,4,0,9.76737182263458
138,4.060468932523834,0.672508419962283,0.19839351717748668,9,0,12.279800940386938
139,2.589291957595283,0.5273663534624929,-0.009182353385138937,8,0,13.264638370758455
140,1.4385673755444635,0.6021210531842145,-0.5177574472222197,0,0,9.31192199372097
141,0.2715168256817379,0.7093475716638421,0.2178023397487261,12,0,6.007392232219714
142,2.878728779903202,0.6098174642972845,0.4755884359285824,2,0,9.528188976181374
143,1.2579139822242664,0.5001135191091277,-1.746895691345555,18,0,5.317662820417141
144,2.2843310629122113,0.9575007688737636,-0.5387608373460957,10,0,12.894636516962866
145,3.6109514548886636,0.9219397056154646,-0.2549469704035893,15,0,14.15427714687718
146,4.579218447520617,0.8711461157434736,0.25617060569427813,5,0,13.670403018635694
147,1.6884485336610355,0.5839072978230143,1.193311005927126,2,0,8.010591519298647
148,1.4362524229862514,0.5601817881049931,-0.7717408145967823,18,0,9.70890910719029
149,0.7669591168924451,0.5338023747361915,-0.497961846817842,5,0,6.073641489876566
150,4.731943608594625,0.8620145943864606,-0.5125341106465501,7,0,12.420889500850244
151,9.272588963262914,0.9644039803439426,-0.8015275901045416,12,0,22.051692652724736
152,5.079714574799501,0.7152679104565185,-0.34718649511226246,11,0,15.341110261536487
153,5.843401578964051,0.5595703359980241,0.7708022199879712,9,0,20.380989951764477
154,1.3647511432834736,0.7561964103660532,-1.0538354953643456,2,0,7.585620261228773
155,3.46170249758351,0.6744159537293151,0.4278143951529032,3,0,15.733758548242683
156,4.320104248441166,0.6874124621749989,-1.7019022300183355,0,0,16.081804089204148
157,0.994707896146982,0.8106653120778536,-0.5613379964422059,12,0,6.420909668513263
158,7.180728219398943,0.8593590566311011,-0.32948930021798606,3,0,19.522190321749324
159,0.627320150401475,0.5553017994365804,1.6748596729140648,10,0,9.25281487708373
160,6.4584855238436765,0.5177951154032382,-0.274802304752688,18,0,16.788702416781852
161,0.6229231915453812,0.9971651513428574,-2.2012434734509183,10,0,7.884003585273314
162,1.0403064899171626,0.6163641744577759,-1.9988889068612499,11,0,2.3396051060575607
163,3.505875739704506,0.5269152624542295,0.03402958634668099,10,0,17.752424264714385
164,2.6376219574079194,0.59493766454796,0.6137708557899086,5,0,12.459180677281967
165,1.8256149497655167,0.519478923174232,0.3754558576272528,11,0,8.76095311847067
166,7.00071570808476,0.6959054473085858,0.1675701058009903,8,0,20.717398449178873
167,0.7874590321530868,0.9012008922256621,1.1622595975056669,9,0,6.520137810171662
168,2.21743830083949,0.6706222248788603,-0.5395912207371316,2,0,9.298338602414615
169,3.8210926357483572,0.7220917034391833,0.8949105560268252,2,0,11.751442266383487
170,3.0845713653075473,0.8377933867837194,-1.6320148850264173,19,0,13.37943900033781
171,1.477634356802939,0.7544470350349401,-0.9049478329380662,15,0,10.000933882931394
172,1.5235658759481552,0.9307228430106621,-1.8070413949318163,2,0,9.625572149844366
173,4.5325498833881595,0.9330178375228783,-0.27484530066979224,9,0,12.565453708094836
174,4.678036978298655,0.5049553477455768,-0.04626121726634254,10,0,17.398404336563633
175,3.1435482492432847,0.8890231532415995,0.11410149222651991,7,0,9.790524634878082
176,1.2137579057482846,0.730366800120837,0.06188335288713521,5,0,8.197962441043755
177,1.5645508378675332,0.9944202706518315,-0.927553330811728,19,0,9.9417221334653
178,2.4597422826952915,0.7416160379377176,-0.19024084441321568,10,0,14.760257112085972
179,2.7341558608773338,0.9934479726941488,-1.4974466686057486,11,0,8.812533808109553
180,3.716154177717133,0.8772846806028682,1.3632289751322504,15,0,12.630950422362579
181,2.1285408339647693,0.6243024423066532,-0.303626072898001,17,0,9.40083416942801
182,4.463268348753331,0.7691974896434788,-0.4888861190436912,12,0,12.566450021138909
183,4.429421743011769,0.9960678197392914,1.5889403284440828,2,0,15.171400332814471
184,5.9759305246177865,0.9287653038759618,-1.2422465335492292,14,0,15.766914696059267
185,2.5408947438554366,0.5486834468956105,-1.125587114031969,13,0,4.7353604391932045
186,3.1817532630399583,0.8531859984049981,-1.0962203248685651,17,0,11.288365969403086
187,2.2563528099211476,0.6727897929354065,-0.0678713816994819,13,0,8.481443696607629
188,1.2266920237754984,0.5034911309401741,0.4316316296375973,4,0,8.650750605959011
189,9.135144329752695,0.7017404845134998,0.7396754681178337,13,0,22.696750192343895
190,5.4801250920135605,0.6173772108624856,2.571995317494969,7,0,15.881886256679715
191,4.367764392677826,0.9094346352602358,-2.2494324542007638,14,0,18.25132416601946
192,2.4763591390382853,0.6686653044228827,0.6087355891244169,14,0,9.466771019875601
193,1.1339221563164408,0.9137618469769085,-0.5571305725722312,18,0,4.674721494624187
194,4.903640864329804,0.5002989694173976,-0.5864151488887734,19,0,15.690984899720432
195,2.225900686054257,0.6539095750130596,-0.6197721282538776,5,0,9.397822165135878
196,3.387924476583472,0.6205826071538809,-0.9087696708079733,18,0,11.148763136601042
197,1.5595356780847096,0.6167836805343054,1.6845248346034518,7,0,4.062278989816177
198,3.0050126274674795,0.5340933098827314,0.8422973270139027,5,0,11.866647043852458
199,1.6411980939303676,0.5935621352052509,0.023195978557374822,19,0,7.228289062687505
200,1.694279279650054,0.7777747849428099,1.3510157524870003,14,0,9.165382272986877
201,2.976824067375265,0.6456805364188722,-1.5125289652988756,2,0,9.724842632596783
202,0.6135982126408629,0.708697391164574,-1.3307051313309262,9,0,5.683690335079065
203,0.6449536179121809,0.6884334401735943,-2.1779677321946878,14,0,3.3525623334405688
204,1.350861656854382,0.9379524624999473,-0.6994145401232875,15,0,9.529939377177993
205,2.109022731826588,0.9526494995052577,0.1616985267047529,16,0,10.692821557580698
206,4.555789369329431,0.7464784858279301,0.10285857793233408,18,0,12.930604756274011
207,2.202894474502505,0.6650779751578022,0.14934191105988046,10,0,13.493365367059148
208,2.4643205613592625,0.5534003520011819,-1.4110568310660818,15,0,11.585207567372649
209,1.9816418150721284,0.9767014396910475,0.803154742614022,4,0,12.186776028737256
210,3.1784617946079776,0.5301134724501487,0.23962751823899794,4,0,13.620372996877045
211,1.215869338090087,0.6488251387841402,0.7330542814659985,13,0,6.233579833334352
212,2.2952459010016244,0.6490331005850021,-1.8927621775900518,17,0,5.382247667252596
213,3.361387188858867,0.6602006430701075,0.31149085879778987,7,0,9.9332232167019
214,2.959546212348905,0.5821434216362047,-1.187765239917527,4,0,10.717428515627944
215,2.524464449463874,0.8915807154618486,-0.39732325255136186,6,0,12.555599450240466
216,2.5477647563194745,0.5612489309829947,0.5343648986363834,15,0,11.895405654414233
217,3.593685490217659,0.8174533295765813,0.09109360625591317,13,0,10.384336072866368
218,9.417298795318422,0.5619230133529087,-0.8515399797793188,4,0,26.935997931463845
219,1.2890052500282532,0.5352678187964783,0.006273156184418285,8,0,7.784346568560409
220,9.590028490177584,0.9547147518429382,-1.531535315243643,3,0,22.738192294630572
221,1.2386844169939288,0.5950643831593528,1.150267395898296,3,0,2.6692836216016804
222,0.2302702429184716,0.9106250772798521,-0.20528401949625125,15,0,6.865773310038721
223,1.6138350141797377,0.772315435553568,1.118549944255326,16,0,11.377523662196584
224,3.2219238912530264,0.5389282598043847,-0.526531687096043,14,0,12.075982973406763
225,8.177395223970308,0.9777240957190337,-0.5235759884065829,3,0,21.38180655421314
226,1.132596252528223,0.6234805834959463,-0.7641867866378464,5,0,7.005248753956814
227,3.578712143404177,0.9298226726763033,0.8761739316930753,15,0,13.236324760376405
228,0.7158599169749088,0.584405002892282,-0.7094311573284758,3,0,7.031840529014935
229,7.988084532450314,0.9269714410709264,0.6445954324151765,5,0,20.194029015114754
230,5.5501197165158285,0.506614406452647,-0.38245239766929023,4,0,17.451284345681234
231,1.6970637897852159,0.7558902282847404,-1.9759632998916197,15,0,10.046669824559176
232,6.145039186617475,0.8847212897107783,-0.5703140677864661,15,0,19.088287229089445
233,2.28468956596681,0.9673977587463917,-1.1791082143628482,9,0,11.792191359297014
234,5.74473091900451,0.9546010681032435,0.03390272368233751,8,0,17.426638383120228
235,2.5101681352385254,0.9098124347738225,-1.1904077356744902,3,0,10.533642945223075
236,2.5920855790166915,0.944095674830652,0.9259751007146168,13,0,8.371290386757495
237,1.7258083189536417,0.5996098429185382,-0.09107586035302723,3,0,8.86074241891852
238,3.910512812214844,0.6420921478558643,-0.17759599475873897,11,0,13.001412523919322
239,2.7402619208494645,0.6444842624605293,0.6558921377875826,9,0,13.894924391049868
240,3.634388917231848,0.6885269655008495,0.9639069340758625,3,0,12.915648270172575
241,0.5505806077394588,0.6966603351925944,-0.020098751769651646,17,0,7.80307367032558
242,5.880196110891774,0.7722776623273377,-0.7712002995492906,12,0,14.123177329631844
243,6.867436738967436,0.5799398816832206,-1.7739696161121294,12,0,17.981530856247808
244,2.730759883246752,0.8456233318929947,-0.68604975703518,13,0,11.722909208577946
245,8.990559962857336,0.5837832696522532,-0.6172122466479616,17,0,24.487001479524363
246,7.672562484616718,0.6551542410522737,0.10705745299229676,0,0,24.17335935179977
247,3.9695877622994944,0.751672565303077,-0.34514688113802716,15,0,15.493946160169846
248,6.197241948054389,0.8982202807617387,0.6879329720514281,14,0,20.102004273422637
249,5.160786372384747,0.8697346166193636,-0.6129832712706895,4,0,21.70746166189015
250,0.40669455135553956,0.8227671782052611,-0.05704116685294176,5,0,6.423822339068587
251,2.0137444784189196,0.5778866302900851,1.1839874431968893,5,0,15.233032435665837
252,4.162846160339605,0.7735226728077889,0.3418252139549665,2,0,13.864452175146596
253,7.165885947567817,0.5437232508999428,-0.06003754168856451,15,0,22.63081281535225
254,0.6666658774715288,0.6886815883983254,-0.601944441935177,11,0,6.304999055681014
255,0.4394836079723671,0.7067582651449795,-0.6332313967149771,3,0,8.218200341518225
256,2.3939677413853455,0.5199057197228769,-0.8506132529519478,0,0,12.490792163841833
257,0.25329426809385597,0.636994049734986,-0.5410068657828994,3,0,7.079684626444035
258,2.3313605163450273,0.9778247336332446,0.7556658387443146,0,0,12.83270159277291
259,3.279231775456404,0.9768163039148448,-0.2218882712922687,7,0,13.538943308496718
260,1.085888693284487,0.6761635271262696,-1.349773069381231,4,0,12.264438341132095
261,2.3805761879537504,0.521550054474162,1.7681692930597834,1,0,10.832890902499555
262,4.843271514324581,0.5895474696640908,0.31996519114516303,11,0,17.059366193234798
263,1.607331115501628,0.6961088967167701,-1.4069434005131694,16,0,9.786583385714021
264,1.2574826965510884,0.9738898489846148,-0.44184892724082386,6,0,13.97053763032637
265,2.298411585811071,0.5705995317685925,0.11088638282841785,10,0,15.610131460352457
266,0.9833800556091885,0.8817579218341061,1.704592093297377,3,0,10.631887213541773
267,8.561114999298244,0.554341269687346,-1.1081124582588693,4,0,29.411818773822894
268,2.5689112208469234,0.9906287886956384,0.9760407193559466,5,0,15.567870799380337
269,1.375052260925103,0.6908082495545675,1.399486426972343,10,0,14.88404363730415
270,2.9376856373424904,0.887617269449528,-0.6286543050745702,0,0,16.23593935282076
271,2.2887254712075187,0.6712955414055659,-0.27751361886023346,9,0,11.144027148481957
272,2.096043690291836,0.8138344385794043,-1.0363092473737703,19,0,9.238327982468675
273,1.6069798420464225,0.5960080423700184,-0.20346114108030489,10,0,15.123199181725303
274,1.5425001148728599,0.5730105096484812,-0.03658997434293117,16,0,12.156726782290182
275,0.5640527831132326,0.9690320697840656,0.6596499980823705,7,0,6.228696144259161
276,6.191011024159218,0.9588236389522167,1.0901834710204468,12,0,20.140982993870637
277,3.790954365527348,0.9437344701064412,-0.7480960646216471,19,0,17.056401111481094
278,3.1524692350184704,0.8127167250832967,-1.9673250642259945,17,0,17.56714923790022
279,2.2603800315015716,0.9041341056081391,-0.021244779276242128,15,0,16.247929295300988
280,1.0685878134913078,0.5345184684556874,0.2935375299686405,1,0,12.137089973371467
281,1.3027465979726265,0.6673945209453396,0.24941768768504166,4,0,15.765412453007588
282,0.6334164358925235,0.6568515623785781,-0.326673247509044,17,0,9.063973773164118
283,1.4453132090919503,0.8178226609763066,0.1247520996639345,2,0,12.399129281632971
284,0.9360215305786488,0.6779788867353203,1.5154448083522476,16,0,14.128305172183651
285,7.397019806138262,0.5742533908218403,0.3817341689625093,15,0,26.083563954110854
286,4.625422503878657,0.7982335377067719,-0.3733684250030844,5,0,18.291432879601018
287,2.6528359403527086,0.9071919603345407,-0.5001978170959958,18,0,14.089940167534154
288,1.1755412602736492,0.6910617472299866,-0.16985235767773066,6,0,15.083462313053275
289,0.9812983252662779,0.5661343575492408,1.6367399618306397,17,0,11.58214582240992
290,2.14922839542369,0.5983440986564115,-0.1833007095261973,13,0,10.83108629597011
291,4.756626491475556,0.618741652584692,-0.01979434452070797,5,0,16.9163365499723
292,0.6519602924947248,0.6499487964972681,-0.48231357093630295,7,0,9.308536296479245
293,3.756330578964069,0.8213975352531546,1.0989833574419647,14,0,17.910458637023616
294,1.4398508974752768,0.8004727422688596,1.959837254744675,14,0,13.284664624881781
295,1.670357095599316,0.8480399307835196,0.4506130494313883,14,0,14.661016456376059
296,2.5951438186396487,0.6812509922657566,0.08277290378542575,15,0,17.61550260669516
297,1.2114206751290757,0.9119988259399892,0.03678283317423478,0,0,13.687849912281893
298,2.0652400794688193,0.6020438305778801,-2.3843067887857456,10,0,16.095275080707495
299,1.1221776588634458,0.734520373759077,0.7451508642848174,4,0,15.255900014977057
300,1.5411628602800613,0.9004693607707152,0.13416641599584353,4,0,15.534426443822573
301,4.26666570358708,0.5900793238663096,0.42834205066072495,5,0,16.986841226047012
302,2.6973318126857917,0.5549315568703914,-0.7114621940837048,1,0,15.315077948863902
303,4.2556017388549705,0.9418419838439949,-0.38445687897709163,5,0,17.41571920276219
304,1.4238497370483412,0.6714648313795979,-0.411024936503173,13,0,10.019343447840035
305,3.7757455657300603,0.841935062454516,1.0216229840730389,10,0,20.270173487926943
306,0.48720082123031755,0.5126743021319693,-0.3787598366030933,3,0,10.096958976224956
307,2.5942769642927646,0.8450234442047249,2.0826603221097977,8,0,15.69090093363949
308,3.9517357587712145,0.6580506557734853,0.4308624190150374,2,0,17.6513328489198
309,0.465417083238544,0.5278704267937209,-1.2756826599957316,15,0,13.586878131310378
310,1.4382515496031354,0.8049063807740585,-0.12854629325195685,10,0,15.387638995714175
311,2.592915031832721,0.6204019080365866,-0.6516751221564157,3,0,14.986023385999893
312,4.9988409241439555,0.69340362102594,-2.1943824698200243,0,0,13.724504217728178
313,1.5409937904209343,0.5402904061432567,1.5994709401137894,15,0,14.341848736384417
314,3.6727071597195757,0.5735816255474726,0.7031425422200039,18,0,16.133535021948425
315,6.459562344710827,0.6489886177479218,0.5332073178993125,15,0,24.361385018568225
316,3.7922712587387424,0.5448797502800786,0.16540366029970424,10,0,17.90099790304471
317,2.127057782891265,0.9554131323431576,-1.3820175686924376,7,0,8.192912420661584
318,3.289795595633041,0.5030235215919892,-0.4836171395554367,0,0,18.43830566420866
319,1.5033051604447687,0.7419301094321558,0.8417807747840127,8,0,10.845894955041988
320,2.6714572365679796,0.5616237290662758,-1.0512200297825027,11,0,15.31628775397808
321,2.210487671002018,0.6538395447389742,-2.5317693162508137,7,0,9.97636603989155
322,3.2124083715602683,0.9630297799091327,-0.22710600778092602,16,0,15.72079757014022
323,1.7842181947992866,0.5808472766369934,-0.1417575540275386,9,0,11.675840892553621
324,3.3442906429615853,0.9829161598591662,0.13556341641470915,6,0,18.464631316772117
325,1.770170312726306,0.6028971884947109,0.7285186435145362,18,0,12.129634621793
326,4.594802359092733,0.8707830542334147,0.6376058122312086,5,0,17.887722846941756
327,1.9203125681731024,0.7733386324486559,0.2587698052439216,18,0,10.690239049645458
328,0.2658343361107703,0.9422393637983796,1.1955313880867093,17,0,6.7699100382071205
329,1.0118827073633383,0.7769966277515654,-1.5189697808133147,14,0,10.287473119952793
330,2.535836925157907,0.7672796095781543,0.5045818144773903,1,0,11.327776909543289
331,7.354379893140493,0.5977290001841999,0.6265383633369425,13,0,21.70123709953288
332,4.474646777657254,0.5831146810258294,-1.2395622860802396,9,0,18.217327395938096
333,0.19750452290779585,0.9582445755577571,-1.5028706086823893,15,0,10.65876739206473
334,0.590733573160686,0.663919099425017,-0.7459421264756013,6,0,12.318222188612117
335,5.433344259948695,0.686041127481448,-0.6615414425152919,7,0,17.346132734480694
336,3.936486741237094,0.8799118292141942,0.7534194635024307,9,0,16.50408021401966
337,9.979024200887133,0.6694117412114037,-0.6145387836910949,14,0,26.187059617515523
338,1.7117864209272726,0.9760312233195014,-0.856348518281204,7,0,8.887434349832732
339,1.188987962737676,0.8689638844994001,-0.6116337366945591,12,0,11.861097175520452
